,GW150914-H1,GW150914-L1,GW151012-H1,GW151012-L1,GW151226-H1,GW151226-L1,GW170104-H1,GW170104-L1,GW170608-H1,GW170608-L1,GW170729-H1,GW170729-L1,GW170729-V1,GW170809-H1,GW170809-L1,GW170809-V1,GW170814-L1,GW170814-V1,GW170817-L1,GW170817-V1,GW170818-L1,GW170818-V1,GW170823-H1,GW170823-L1,GW190412-H1,GW190412-L1,GW190521-H1,GW190521-L1
1342,2.0089469977713618e-10,-1.705512361998887e-09,-2.1286275920670545e-25,-3.325793771132946e-22,0.001247847331308489,0.005080429434617748,1.5356183875525074e-09,8.013640728158247e-10,-0.2743351215803669,-0.3942348776477225,-1.3837873741774478e-16,0.031276563574856336,0.13169027118364693,-5.79961312148686e-10,0.10575407824629268,-2.7942764614727375e-10,-0.0019236677860208172,6.051568651422264e-07,-6.67479478859204e-08,-1.7932620947795208e-06,-3.2457863836064817e-06,-3.293002061848739e-07,-1.57413848916315e-06,2.6170147424595742e-06,-1.19587853731479e-09,-2.165724331883609e-09,-5.894919448176137e-10,1.2387492458936447e-09
1343,2.977518296098135e-10,-1.7571618501359804e-09,2.5620692471515243e-26,-4.547671317026232e-22,0.0011446231878090196,0.004384107321740798,1.5344830719878235e-09,1.1976438291288739e-09,-0.05989894171855043,-0.4050413951569638,-1.3615983152276427e-16,0.05728419591690373,-0.17765087810239327,-1.051669441867603e-09,0.13124605205489737,-3.168475663122814e-10,-0.002208106883527169,5.442659166950594e-07,-4.343148032597971e-08,-5.645660756657624e-07,-2.70972172237994e-06,-2.6088591162258504e-07,-1.0539588595615214e-06,1.807585927539862e-06,-9.272965414198821e-10,-1.3419615229292103e-09,-1.2399530596658941e-09,-7.245969447059374e-10
1344,3.078722109517153e-10,-1.607953593451557e-09,2.2037373781779963e-25,-3.9842185613246003e-22,0.0009544876161926085,0.003524403749994209,1.2984794090102034e-09,1.410420761889334e-09,0.14635963768786844,-0.34744548685185,-1.2207022596466957e-16,0.06597886456825328,0.3639706295112388,-1.2685450192381295e-09,0.1295081933778262,-3.564494024135919e-10,-0.002347051433224101,3.815239791548201e-07,-2.1135266516961184e-08,3.6349604693986283e-07,-1.9553261666588248e-06,-1.7515582599996544e-07,-4.86919621903557e-07,6.976995295956133e-07,-1.589928584073016e-10,-2.807220053818785e-10,-1.9313749341063574e-09,-2.342333325074161e-09
1345,2.566728702191083e-10,-1.165588284751144e-09,2.8166280414090647e-25,-2.3183817082973963e-22,0.0005777792807355549,0.0025963671097101997,8.894750948489473e-10,1.421649269834498e-09,0.2788161166371963,-0.24218597779577633,-9.954690269147167e-17,0.05575465200756091,0.3556770723776933,-1.1750018618502115e-09,0.10235336870424964,-3.703011201807434e-10,-0.0023332078353225155,3.978713236120388e-08,-9.138705518988176e-09,7.606602865178878e-07,-1.0956753365127199e-06,-9.687516615461191e-08,5.739952132355233e-08,-4.621459624504439e-07,7.039884958614975e-10,7.479473688381395e-10,-2.41727267061847e-09,-3.2382492248533266e-09
1346,2.1834839879284638e-10,-4.4811681902451785e-10,1.9144650346384514e-25,-4.9137905860234875e-23,-0.00013334660716626925,0.0017066374032422068,3.8016700138019807e-10,1.2677653288061883e-09,0.3041541735242433,-0.11391760359252345,-7.283195930096507e-17,0.027500439673505288,-0.44018195114325065,-8.019444851620214e-10,0.05702752159951543,-3.351031019510966e-10,-0.002172383557823746,-4.705803582954377e-07,-1.0299786960723264e-08,6.213666391551142e-07,-2.5644863700198627e-07,-4.257808569164735e-08,5.215660840817306e-07,-1.4165367694826089e-06,1.265731640377574e-09,1.4845152222272663e-09,-2.486281413845966e-09,-3.238595152876474e-09
1347,2.4129749409138784e-10,4.556785530088502e-10,8.827111744870994e-27,7.549032968202694e-23,-0.0011666519829065102,0.0009351877747825241,-1.2993623941450207e-10,9.94716230077683e-10,0.2312033902084887,0.01770704553724969,-4.6211335441165176e-17,-0.012866019483252873,-0.2908181475579928,-2.711959943596058e-10,0.006591230622862088,-2.445079722262272e-10,-0.0018818364970202457,-1.0256007203013523e-06,-2.2325905217116912e-08,1.2389069646905015e-07,4.615419107368968e-07,-1.7716300525324088e-08,8.61066519195136e-07,-1.986018787807736e-06,1.3045653936242481e-09,1.8161825451771905e-09,-2.0933491619426932e-09,-2.4163987531423207e-09
1348,3.376591110134165e-10,1.3599734628698106e-09,-1.9029789258816823e-25,8.919640114231063e-23,-0.002512566614202981,0.0003421107043270689,-5.700499062975447e-10,6.705796806337741e-10,0.10279759051510551,0.13586381619114088,-2.3323209093721254e-17,-0.057703092161566674,-0.007108581812496067,2.7333249075572736e-10,-0.03585189577681513,-1.139909108546744e-10,-0.0014871890774518462,-1.4249691999369708e-06,-3.758898501460161e-08,-4.69055386665415e-07,9.741730852593166e-07,-1.7659004496400973e-08,1.0601829346804501e-06,-2.088173311645022e-06,8.66026263541925e-10,1.7522006523020906e-09,-1.2824102918315776e-09,-1.0442829697564253e-09
1349,4.423447916777162e-10,2.0672703790595094e-09,-3.3629488556976126e-25,-1.3940270056734774e-23,-0.003992112377925194,-6.582828950968896e-05,-8.732378162981686e-10,3.4038592908208503e-10,-0.023300896522052427,0.22696991670810457,-6.606649168002883e-18,-0.09653527179167534,-0.19217454209703327,6.905372194499752e-10,-0.0590026018259998,2.392503114023316e-11,-0.0010194154763959369,-1.486512993355331e-06,-4.800639778750653e-08,-9.067978983035909e-07,1.2442362630093909e-06,-3.148664932023967e-08,1.1249804457111764e-06,-1.7665734000876931e-06,1.8992839053901356e-10,1.4433019897029116e-09,-2.4701440877429965e-10,4.773111670242534e-10
1350,4.675250751993178e-10,2.4204322519123696e-09,-4.0631442623198142e-25,-1.9593747598568512e-22,-0.005451944250895629,-0.000316376358805792,-1.0150597634870045e-09,4.2431118079371594e-11,-0.0942403838552124,0.27756491381196297,2.9331354019203873e-18,-0.12050605134799315,-0.014065650497985709,9.040349591488115e-10,-0.05874272250958632,1.315683695906319e-10,-0.0005112938868847077,-1.1506701952329673e-06,-4.66270535712733e-08,-1.0306250280348546e-06,1.2644672850346573e-06,-4.703579618045625e-08,1.0878209422198804e-06,-1.1525514238819975e-06,-4.1623020761536576e-10,1.057043847150171e-09,7.981624591443331e-10,1.7436298626112596e-09
1351,3.2900035608285576e-10,2.385290871728923e-09,-4.1027217706516355e-25,-3.729023163621737e-22,-0.006626149968616087,-0.0004858901097511418,-9.802004891330234e-10,-2.1906455518291876e-10,-0.08127519901498324,0.27807858969845967,5.692687356330774e-18,-0.121881127718439,-0.23045344401443432,8.964783471468998e-10,-0.037138687545636775,1.8082312716173217e-10,5.23738697771423e-06,-5.284623190648542e-07,-3.173972832304793e-08,-8.00644415799964e-07,1.0751916803730365e-06,-5.524116314275705e-08,9.895511240562194e-07,-4.4028288780758187e-07,-7.439620759886836e-10,7.432398930957809e-10,1.6038433037407981e-09,2.4400448505502365e-09
