GW150914-H1,GW150914-L1,GW151012-H1,GW151012-L1,GW151226-H1,GW151226-L1,GW170104-H1,GW170104-L1,GW170608-H1,GW170608-L1,GW170729-H1,GW170729-L1,GW170729-V1,GW170809-H1,GW170809-L1,GW170809-V1,GW170814-L1,GW170814-V1,GW170817-L1,GW170817-V1,GW170818-L1,GW170818-V1,GW170823-H1,GW170823-L1,GW190412-H1,GW190412-L1,GW190521-H1,GW190521-L1
1.9968912259758,-4.57435878221327,-4.54092389250616,-2.89624005831113,-2.44186725346984,3.25543436518424,-1.34480273131527,-3.94048837515419,-3.07118485304795,-2.42520768407117,4.76172220561906,-2.48076730744596,0.026846035504703,1.00471770186053,-1.01157372368066,-7.75504976302145,3.3326860872747,-10.8095584040185,1.87534966528236,-5.43135375653491,-0.97725166828483,0.745988952997899,1.40904698464645,1.48986723055563,0.228782235819615,1.36847492359403,1.56828176245613,1.24984498626176
-1.992827320095,-7.60269667314543,-4.13384851007098,-5.51307799544453,-2.2265900304515,4.05951698597035,-0.959775285824358,-3.16672230420412,-3.22991021683508,-0.605059387727524,5.95593879251077,-2.81349981323262,-0.196589958957403,0.473935770261837,-3.37403172144683,-6.78254678858982,2.20527305421292,-9.60329296497749,-0.281497945240605,2.08077375860271,-0.058867812961307,4.19037153323196,2.09149251324845,0.158825478066568,1.11189753819057,4.10532990721826,2.84490375833092,1.6940106399716
-3.94422139336199,-4.10360829427035,-3.07725103449128,-7.47075359773078,-1.07127540119705,4.77158875747397,1.10788233111402,-3.58612205035253,-2.85417244393715,5.89202229633635,6.37240433195952,-1.7944775606147,-1.60087031317986,0.61274119638543,-4.10835041700583,-7.04568342404281,-0.313911969152152,-2.11984471251307,-2.3122310731996,8.06151810352629,-0.326450296279856,6.66353338905076,1.32121730773329,-0.17929713647207,1.28656357194763,3.82145204367185,0.593073267761977,0.242670732664182
-6.22668954039248,-2.9653602379675,-1.68350694927538,-8.25091838349692,-0.183190009856995,4.46453652580397,3.34006652271901,-2.58222750093981,-1.86841691439579,8.61281185454417,6.68433455270026,-0.725250009779698,-2.10050750144414,0.689389899516709,-4.85121835818452,-4.56507030970558,-2.5451686652905,3.6480290451426,-0.023169767791987,9.23217108640321,-0.641874676336838,8.67687625650241,0.879963192284757,-0.920506719286359,0.990913825009272,3.21863851421222,-0.400226960741266,0.060888944295582
-6.71065872955262,-0.023119529965116,-0.435775380250115,-7.75674872479899,0.487850295247283,3.51745521701091,6.0636473219052,-1.45674459982371,-0.700897970983038,7.48952523763869,6.43659614538254,0.840021111948941,-1.84712876418779,0.869051099262115,-4.57120524417807,-1.63947653559139,-4.69377336523939,8.68859375849963,2.36866057966902,5.94891752818967,-1.5471872699306,8.14503190915106,0.124589754283081,-1.19510515996898,0.169941452973865,1.41668264612383,-1.59626440829248,-0.311091587995912
-6.15321559774913,1.72642741860919,0.303767792738713,-6.07590592661923,0.447880854023242,1.85440333316893,8.10366817125333,0.341392152081928,0.29703455820125,1.77454583743091,5.94281527028025,2.2010730047971,-0.851139553642069,0.837038458949577,-4.05097203648879,1.76117556225339,-5.99510585621136,10.6120543175158,0.874686871193612,0.297867782977793,-2.41483003667017,5.5441320803656,-0.323312206652009,-1.39764598753239,-0.676692118961892,-0.231347373341702,-1.3682731326562,-0.072742442822486
-3.99499689451758,4.3001973979231,0.330114183109063,-3.57323515667201,-0.134473260396994,-0.082692443826997,9.12684785993002,1.85608983153368,1.10598432403027,-4.18684987511025,5.03173513995038,3.43128036857798,0.457308822309328,0.686053936630158,-2.94641286187975,4.00031004478464,-6.51880127197455,11.0757480184482,-1.98724790079616,-4.53815771092712,-3.27686692399875,0.94307913310731,-0.761372668567852,-1.11313314170456,-1.31846599950499,-1.76405910970516,-0.932926639972216,-0.17477525278757
-1.4562822940718,5.7747289915597,-0.302857000760949,-0.744737108801415,-1.25625993919058,-2.15843924423203,8.32044520924707,3.29923990211475,2.27703987706149,-7.66736913713952,3.94804150509206,4.03042590863458,1.09458462302481,0.309929014697509,-1.93335188145637,5.16956249909545,-5.96142071118258,10.0241571391023,-0.848047470084083,-6.22690811686281,-3.59606730536733,-3.8226382581749,-0.810053525171703,-0.682982599036044,-1.47095384441142,-2.27415770417611,0.08676767018407,-0.190027298798599
1.23355908594163,7.37921084636927,-1.31443972101112,1.84904848408146,-2.462608997928,-4.00913989099672,5.93358262043718,4.08611861856662,4.19946975040003,-6.31862941775084,2.59981863834084,4.07068958131318,0.999915869001975,-0.114710957192285,-0.886523822018831,4.75012448217438,-4.65041357575845,9.33115343501998,2.70082495188142,-4.13279805778156,-3.43483754417369,-7.62710210530528,-0.709451968521743,0.062963619766844,-1.24058830434111,-2.0966491795796,0.426221912493407,-0.635703432083646
2.98337687772123,7.60362262171683,-2.26103614350786,3.72228805368842,-3.49312428129678,-5.58502006132738,2.26921659310004,4.53084107797688,6.55741897328762,-2.15459872798154,1.17109953546298,3.31240897240134,1.07032999612237,-0.556245768745688,-0.30307139478217,3.55306353962504,-2.70118106340663,8.66646404060652,2.68283265719611,0.404815859422083,-2.60239638968824,-8.98690582893677,-0.253606169701773,0.781775243087267,-0.717256802594514,-1.11020401566962,0.330514508061996,-0.957670965521978
